,date,lower,median,upper,canton
11,2022-01-22,129.76160450947498,140.857543650347,152.90229862841022,TI
12,2022-01-23,106.3181564680539,112.290934372172,118.59925304446213,TI
13,2022-01-24,113.20223151960914,121.03491346950052,129.40955387466784,TI
0,2022-01-11,320.84188757409373,324.96399525717766,329.13906289470964,VD
1,2022-01-12,282.87563012271727,286.79977228080423,290.77835140707464,VD
2,2022-01-13,279.11100779986947,282.686290055535,286.30737001480395,VD
3,2022-01-14,277.8792196317419,284.59185232711525,291.4666397808138,VD
4,2022-01-15,288.3958819867359,295.70810194744905,303.20572178414346,VD
5,2022-01-16,288.5624600780457,292.9370389501734,297.37793601318185,VD
6,2022-01-17,272.58120186072415,282.35499164649366,292.4792346774771,VD
7,2022-01-18,273.29483092263024,278.9775458665605,284.77842348859537,VD
8,2022-01-19,285.7561613537143,293.31768363619153,301.07929475999964,VD
9,2022-01-20,258.800094564504,280.3093184080575,303.60620276669164,VD
10,2022-01-21,278.2862606151656,282.5704010331896,286.9204946142651,VD
11,2022-01-22,280.344750371804,286.49716079712675,292.7845912433038,VD
12,2022-01-23,266.13775047953135,271.63431289056155,277.2443962067768,VD
13,2022-01-24,281.19542316399077,286.9984204960324,292.92117361092704,VD
0,2022-01-11,81.61664583900146,84.28666185245075,87.04402506620202,VS
1,2022-01-12,71.35602660910999,74.62359883725858,78.04080142984235,VS
2,2022-01-13,65.03289923411165,69.5072682807891,74.28948118191006,VS
3,2022-01-14,54.37415826107526,58.559870525459615,63.06779811639846,VS
4,2022-01-15,56.4922733900766,62.99695247613213,70.25059858853503,VS
5,2022-01-16,63.17713962676985,68.61149889258837,74.51330984749023,VS
6,2022-01-17,56.54188638981357,61.81338620350976,67.57635724429265,VS
7,2022-01-18,47.70828776127731,53.77175974430132,60.605867065841046,VS
8,2022-01-19,71.28180567190066,75.54894397011249,80.07152570279449,VS
9,2022-01-20,51.47541224392079,55.19736086927493,59.18842635967004,VS
10,2022-01-21,65.57930314260764,71.00493960974711,76.87946055206221,VS
11,2022-01-22,65.7454829570376,70.64845711409328,75.91707092430147,VS
12,2022-01-23,62.64442235640493,67.30062464104623,72.30291072532977,VS
13,2022-01-24,65.89472079596126,72.09094030833336,78.86980340401135,VS
