,date,lower,median,upper,canton
0,2022-01-15,91.34576304600031,92.31673101735858,93.29801997975098,AG
1,2022-01-16,90.63979135611889,92.59253593382861,94.58735046038443,AG
2,2022-01-17,96.89947770036032,99.10818818714813,101.3672436513313,AG
3,2022-01-18,95.94758124862351,98.39855351916505,100.91213565430961,AG
4,2022-01-19,93.00680315640662,96.03286146885598,99.1573752555242,AG
5,2022-01-20,92.00703969691546,95.13192418920707,98.36294081141321,AG
6,2022-01-21,86.81848735639083,89.08981905452548,91.42057297758065,AG
7,2022-01-22,99.11851615725378,102.09920030686992,105.16951935361949,AG
8,2022-01-23,94.44690410754002,97.14414925927558,99.91842320806177,AG
9,2022-01-24,92.60956651967012,96.14917767708012,99.82407558311128,AG
10,2022-01-25,89.63060992763491,93.0962325602068,96.69585562233162,AG
11,2022-01-26,94.07246206278421,98.07508261383676,102.24800774631946,AG
12,2022-01-27,97.50283095009243,99.60536329523326,101.75323424458988,AG
13,2022-01-28,105.20671855388437,108.26820228193658,111.41877426163242,AG
0,2022-01-15,0.009888304775952487,0.00990672732123432,0.009925184188898232,AI
1,2022-01-16,0.009834510143643211,0.009915329865986346,0.009996813762490085,AI
2,2022-01-17,0.01572672312244191,0.015744321227489172,0.01576193902470618,AI
3,2022-01-18,0.009969584149605387,0.010008594755215053,0.010047758007848627,AI
4,2022-01-19,0.009978327337227507,0.009998295040463007,0.010018302701214333,AI
5,2022-01-20,0.00987636944066303,0.0098946914811061,0.009913047511485251,AI
6,2022-01-21,0.010126541483240324,0.010211817486094076,0.01029781160151121,AI
7,2022-01-22,0.009880892294538726,0.009967365431947104,0.010054595343467611,AI
8,2022-01-23,0.010380975361451023,0.010417096090705357,0.010453342502473756,AI
9,2022-01-24,0.010027397044255457,0.010161506403344196,0.010297409380469183,AI
10,2022-01-25,0.010439086681562385,0.010508293407978736,0.010577958945699887,AI
11,2022-01-26,0.01026657429801846,0.01031811580907649,0.010369916075127671,AI
12,2022-01-27,0.010031168806679524,0.01016771451424592,0.01030611890155484,AI
13,2022-01-28,0.010382984005580825,0.010489129454937554,0.0105963600313072,AI
0,2022-01-15,5.073699794891587,5.446725773195246,5.847177177936139,AR
1,2022-01-16,4.216603560695311,4.696748927517939,5.231568529175018,AR
2,2022-01-17,4.829515144059095,5.64727812580229,6.603509726933117,AR
3,2022-01-18,3.806492569477943,4.328327594938282,4.921701389705752,AR
4,2022-01-19,4.8204890970247565,5.441326432638164,6.142122251619877,AR
5,2022-01-20,6.1851358074187,7.086115634833453,8.118339896434218,AR
6,2022-01-21,5.715536564356301,6.650795609007877,7.7390953123541255,AR
7,2022-01-22,3.691268110985358,4.349561512655103,5.125253648215853,AR
8,2022-01-23,2.1340816776365203,2.660305460655993,3.3162859782546232,AR
9,2022-01-24,4.3453524877913745,5.849109384290165,7.873257850890793,AR
10,2022-01-25,2.7954851557965767,3.1058977327737236,3.4507787338617244,AR
11,2022-01-26,4.742140429486292,5.506098776833279,6.3931307372795665,AR
12,2022-01-27,2.97365866774229,3.45786938770935,4.020925747855089,AR
13,2022-01-28,2.3341332735051368,2.737133343336681,3.2097134402077017,AR
0,2022-01-15,146.11078592588876,147.59895909532725,149.10228966309333,BE
1,2022-01-16,137.16214117310233,139.03467722197382,140.93277711247345,BE
2,2022-01-17,147.0032460986118,148.79276032069265,150.6040588314611,BE
3,2022-01-18,144.48361564540596,146.87228256404728,149.30043997870592,BE
4,2022-01-19,145.7237737062058,148.9189481495046,152.18418075464928,BE
5,2022-01-20,146.19445141622492,148.30917712433694,150.45449267205797,BE
6,2022-01-21,159.0794610476713,162.1954230983916,165.37241892077284,BE
7,2022-01-22,155.2484454758664,157.425701829287,159.63349275723414,BE
8,2022-01-23,159.83849731489363,162.29454000279605,164.78832169466895,BE
9,2022-01-24,149.9621080603941,155.5712934350462,161.39028487987264,BE
10,2022-01-25,158.81643645708027,162.37910047201981,166.02168426835286,BE
11,2022-01-26,137.5842965076256,140.6132689295824,143.7089253711974,BE
12,2022-01-27,146.67610139922738,151.86462918859434,157.23669622098876,BE
13,2022-01-28,130.11351447860756,133.80389448278413,137.59894389528316,BE
0,2022-01-15,48.970580871603616,50.79520781437325,52.68781972732344,BL
1,2022-01-16,50.56143899240193,54.25017045514397,58.20801490350076,BL
2,2022-01-17,52.191819400214214,54.673384683053676,57.272940990612405,BL
3,2022-01-18,50.48034139557984,53.44973935474323,56.59380578872513,BL
4,2022-01-19,50.95297433444679,55.939978035042756,61.41508289626017,BL
5,2022-01-20,50.57910279544405,54.1110862953156,57.8897113280316,BL
6,2022-01-21,49.30595493435897,53.03339628561644,57.04262548675048,BL
7,2022-01-22,47.01226014973822,50.136707718786134,53.468806921272574,BL
8,2022-01-23,43.32682827616783,47.11227151404409,51.22844702744823,BL
9,2022-01-24,44.59905348120877,49.08410289802924,54.02018583913286,BL
10,2022-01-25,51.842838010938245,56.807114205285664,62.24675091381953,BL
11,2022-01-26,49.69951240810175,54.79792869165553,60.41936516878708,BL
12,2022-01-27,54.3407770196995,59.292073394288245,64.69451046162285,BL
13,2022-01-28,41.68439104706594,45.33923050453937,49.31452208148416,BL
0,2022-01-15,55.69091966002411,56.73130762115768,57.79113155347434,BS
1,2022-01-16,55.865844928436374,57.60274859348055,59.39365366753427,BS
2,2022-01-17,52.30814604122725,53.85618534426469,55.45003827032482,BS
3,2022-01-18,52.22752558017813,53.893517308910866,55.61265205771536,BS
4,2022-01-19,50.619534516296405,52.61011501681103,54.67897380982464,BS
